/dev/CMSSW_8_0_0/GRun/V72																		
																		
		HLT_PFMET500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_PFMET600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_PFMET90_PFMHT90_IDTight_v2	null	0	0	0	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_ETM70||L1_ETM80||L1_ETM90||L1_DoubleJetC60_ETM60		
		HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_v1	EXO,SUS	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v1	EXO,SUS	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMETNoMu90_PFMHTNoMu90_IDTight_v1	EXO	0	0	0	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon120_R9Id90_HE10_IsoM_v3	SMP	5	4	2	2	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon120_v3	SMP	200	150	75	50	30	15	10	5	4	3	2		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon135_PFMET100_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon165_HE10_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40||L1_SingleJet200		
		HLT_Photon165_R9Id90_HE10_IsoM_v3	SMP	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40||L1_SingleJet200		
		HLT_Photon175_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	9	9	9	90	60	36	18	12	9	6	3		L1_SingleEG24		
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	3	3	3	30	20	12	6	4	3	2	1		L1_SingleEG24		
		HLT_Photon22_R9Id90_HE10_IsoM_v2	SMP	4	4	1	2000	1200	800	400	300	200	100	80		L1_SingleEG18		
		HLT_Photon22_v2	SMP	36	36	9	10000	8000	5000	2400	1800	1200	1000	500		L1_SingleEG18		
		HLT_Photon250_NoHE_v2	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2	null	300	300	150	100	75	42	21	15	10	7	4		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		HLT_Photon300_NoHE_v2	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon30_R9Id90_HE10_IsoM_v3	SMP	2	2	1200	960	600	400	200	150	100	50	40		L1_SingleEG26		
		HLT_Photon30_v3	SMP	36	36	7200	6000	4000	2500	1200	900	600	500	250		L1_SingleEG26		
		HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	100	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	10	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		
		HLT_Photon36_R9Id90_HE10_IsoM_v3	SMP	1	1	600	480	300	200	100	75	50	25	20		L1_SingleEG26		
		HLT_Photon36_v3	SMP	24	24	3600	3000	2000	1250	600	450	300	250	125		L1_SingleEG26		
		HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		HLT_Photon500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	10	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	6	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon50_R9Id90_HE10_IsoM_v3	SMP	125	120	60	48	30	20	10	6	4	3	2		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon50_v3	SMP	5700	3600	1800	1000	900	360	200	160	96	72	40		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	6	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	3	3	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon75_R9Id90_HE10_IsoM_v3	SMP	24	24	12	12	6	4	2	2	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon75_v3	SMP	1200	1200	600	500	300	180	100	80	48	36	20		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_CaloIdL_PFHT500_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_CaloIdL_PFHT600_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	3	3	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	2	2	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_IsoM_v3	SMP	13	12	6	4	3	2	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_v3	SMP	600	600	300	250	150	90	50	40	24	18	10		L1_SingleEG34||L1_SingleEG40		
		HLT_Physics_v2	null	1	(none)													
		HLT_PixelTracks_Multiplicity110ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT40		
		HLT_PixelTracks_Multiplicity135ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT40		
		HLT_PixelTracks_Multiplicity160ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT60		
		HLT_PixelTracks_Multiplicity60ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT15_BptxAND		
		HLT_PixelTracks_Multiplicity85ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT15_BptxAND		
		HLT_QuadJet45_DoubleBTagCSV_p087_v1	null	50	50	25	18	12	7	3	2	1	1	1		L1_QuadJetC50||L1_QuadJetC60||L1_HTT280||L1_HTT300||L1_HTT320||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF		
		HLT_QuadJet45_TripleBTagCSV_p087_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_QuadJetC50||L1_QuadJetC60||L1_HTT280||L1_HTT300||L1_HTT320||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF		
		HLT_QuadMuon0_Dimuon0_Jpsi_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_QuadMu0		
		HLT_QuadMuon0_Dimuon0_Upsilon_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_QuadMu0		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq460_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq500_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq200_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq240_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_VBF_v4	null	2500	2500	1250	900	600	350	170	120	90	60	35		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_Random_v1	null	1	(none)													
		HLT_Rsq0p02_MR300_TriPFJet80_60_40_BTagCSV_p063_p20_Mbb60_200_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_Rsq0p02_MR300_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_Rsq0p25_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_Rsq0p30_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR240_Rsq0p09_MR200_4jet_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR240_Rsq0p09_MR200_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR270_Rsq0p09_MR200_4jet_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR270_Rsq0p09_MR200_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_TkMu20_v2	SMP	0	0	450	300	200	100	50	40	30	20	10		L1_SingleMu18		
		HLT_TkMu24_eta2p1_v2	SMP	700	700	350	250	170	100	50	35	25	17	10		L1_SingleMu20er||L1_SingleMu22		
		HLT_TkMu27_v2	SMP	500	500	250	180	120	70	35	25	18	12	7		L1_SingleMu22||L1_SingleMu25		
		HLT_TripleMu_12_10_5_v2	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_TripleMu0||L1_TripleMu_5_5_3		
		HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_DisplacedTrack_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_Hadronic_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v2	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_TightID_Hadronic_v2	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VTightID_Hadronic_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_ZeroBias_IsolatedBunches_v1	null	50	50	50	50	50	50	50	50	50	50	50		L1_AlwaysTrue		
		HLT_ZeroBias_v2	null	200	200	200	200	200	200	200	200	200	200	200		L1_ZeroBias		
stream DQMCalibration																		
	dataset TestEnablesEcalHcalDQM																	
		HLT_EcalCalibration_v2	null	1	(none)													
		HLT_HcalCalibration_v1	null	1	(none)													
stream DQMEventDisplay																		
	dataset EventDisplay																	
		HLT_AK4PFJet100_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35		
		HLT_AK8PFJet360_TrimMass30_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_HISinglePhoton60_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
		HLT_Photon175_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
stream EcalCalibration																		
	dataset EcalLaser																	
		HLT_EcalCalibration_v2	null	1	(none)													
stream Express																		
	dataset ExpressPhysics																	
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v3	HIG	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG24er||L1_SingleIsoEG26||L1_SingleIsoEG24||L1_SingleIsoEG22er||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_15_10	
		HLT_HT2000_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT2500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_IsoMu20_v3	SMP	0	0	1	1	1	1	1	1	1	1	1		L1_SingleMu18		
		HLT_MET600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70		
		HLT_MET700_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70		
		HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu300_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_Mu350_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_PFMET500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_PFMET600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_Photon500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Physics_v2	null	1	(none)													
		HLT_Random_v1	null	1	(none)													
		HLT_ZeroBias_v2	null	200	200	200	200	200	200	200	200	200	200	200		L1_ZeroBias		
stream HLTMonitor																		
	dataset HLTMonitor																	
		HLT_DiPFJetAve40_v2	JME	25	25	16	12	8	5	3	2	1	1	1		L1_ZeroBias		
		HLT_PFHT350_v3	null	180	180	180	180	180	180	180	180	180	180	180		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq500_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
stream NanoDST																		
	dataset L1Accept																	
		DST_Physics_v1	null	1	(none)													
stream Parking																		
	dataset ParkingHT410to430																	
		HLT_HT410to430_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT430to450																	
		HLT_HT430to450_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT450to470																	
		HLT_HT450to470_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT470to500																	
		HLT_HT470to500_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT500to550																	
		HLT_HT500to550_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT550to650																	
		HLT_HT550to650_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
	dataset ParkingHT650																	
		HLT_HT650_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
stream PhysicsEGammaCommissioning																		
	dataset Commissioning																	
		HLT_DiSC30_18_EIso_AND_HE_Mass70_v1	null	500	500	500	500	500	500	500	500	500	500	500		L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10		
		HLT_IsoTrackHB_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		
		HLT_IsoTrackHE_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		
		HLT_L1SingleMuOpen_DT_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleMuOpen		
		HLT_L1Tech_DT_GlobalOR_v2	null	0	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000		L1_ZeroBias		
	dataset DoubleEG																	
		HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG26||L1_SingleIsoEG24||L1_DoubleEG_15_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17	
		HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG26||L1_SingleIsoEG24||L1_DoubleEG_15_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17	
		HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG26||L1_SingleIsoEG24||L1_DoubleEG_15_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17	
		HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG26||L1_SingleIsoEG24||L1_DoubleEG_15_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17	
